movieId,genome_tags_top20
148683,superhero|super hero|teleportation|super-hero|action|mentor|original|family|redemption|superheroes|violence|addiction|women|great movie|story|life philosophy|action packed|life & death|brutality|special effects
148775,wizards|magic|camp|family|series|fantasy world
148855,futuristic|cyborgs|future|technology|scifi|complex|visual|anime|sci fi|visually appealing|japan|original|suspense|sci-fi|robots|story|android(s)/cyborg(s)|alternate reality|science fiction|dystopia
148867,action|fight scenes|bad acting|predictable|betrayal
148881,future|cloning|existentialism|clones|immortality|weird|short|scifi|loneliness|original|creativity|memory|time travel|surreal|cerebral|death|science fiction|complex|narrated|intimate
148888,fashion|sequel|sequels|comedy|satire|goofy|stupidity|parody|dumb but funny|stupid|social commentary|original|idiotic|silly fun|silly|spoof|dumb|absurd|pointless|good sequel
148956,relationships|new york|chick flick|new york city|romantic comedy|women|single father|loneliness
149011,immortality|splatter|dark humor|brutality|violence|violent|gory|original|melancholic|bloody|loneliness|demons
149186,parody|spoof|bdsm|satire|comedy|absurd|original|goofy|male nudity
149334,storytelling|tense|stylish|complex|art|intense|psychological|visually appealing|cerebral|great acting|revenge|original|brutality|great ending|vengeance|masterpiece|weird|violent|psychology|brutal
149352,comedy|funny|absurd|hilarious|pg-13|silly|family|very funny
149354,comedy|sisters|funny|foul language|saturday night live|hilarious|family|women
149406,kung fu|martial arts|animation|talking animals|computer animation|china|fight scenes|visually appealing|mentor|franchise|visually stunning|animated|destiny|family|storytelling|comedy|animals|good sequel|story|dragons
149552,dysfunctional family|family drama|independent film|family|original|indie|art house|mental illness|intimate|depression|weird
149606,storytelling|18th century|visually appealing|cinematography|stunning|amazing cinematography|love story|costume drama|love|suspense|beautiful scenery|historical|harsh|great acting|bollywood|powerful ending|visual|tragedy|destiny|vengeance
149650,science fiction|based on a book|scifi|sci-fi|future|sci fi|technology|aliens|original|adapted from:book|space travel|cerebral|alien|creativity|survival|story|adaptation|plot|book was better|utopia
149723,ninja|anime|franchise|animation|action|love story|romance|series|fighting|pg-13|good action|chase
149830,zombies|based on a book|zombie|apocalypse|jane austen|splatter|adaptation|action|adapted from:book|based on book|original|virus|romance|18th century|bdsm|fight scenes|prejudice
150194,satire|stereotypes|spanish|political|comedy|goofy|mafia|very funny|gangsters|parody|corruption|destiny|bollywood|italy|macabre|rome|social commentary|spain|funny|original
150254,horror|creepy|devil|supernatural|haunted house|original|dark|tense|violent|disturbing|murder|serial killer|suspense|parenthood|suspenseful|mental illness|family drama|demons|scary|weird
150258,western|gunfight|original|teen movie|survival|revenge|vengeance
150262,funny|animation|very funny|too short
150294,horror|supernatural|creepy|ghosts|suicide|scary|sisters|psychological|demons|internet|original|haunted house|predictable
150602,treasure hunt|heist|original|gangster|robbery|treasure|coming of age|twists & turns|gangsters|quirky|crime gone awry|adventure|hitman|caper|adolescence|books|complicated|runaway|good soundtrack|storytelling
150604,conspiracy|splatter|violence|conspiracy theory|stylish|original|comedy|absurd|mistaken identity|violent|bloody|goofy|mob
151113,swedish|drama|based on book|melancholic|based on a book|bittersweet|feel-good|sentimental|life & death|original|loneliness|lone hero|storytelling|life|foreign|touching|life philosophy|mentor|comedy|cancer
151199,romantic comedy|feel-good|adultery|fairy tale|romantic|relationships|fantasy world|french|wine|feel good movie
151311,dog|dogs|dark|dark humor|original|weird|dark comedy|independent film|depression|brutality|black comedy|cynical|great ending|life & death|cult classic|cancer|existentialism|sarcasm|ironic|story
151315,sequel|sequels|comedy|buddy movie|funny|police|very funny
151317,off-beat comedy|relationships|eccentricity|quirky|dialogue driven|indie|original|writers
151345,superhero|batman|super hero|superheroes|dc comics|super-hero|action|vigilante|animation|vengeance|fighting|fight scenes|comics|comic book|graphic novel|cyborgs|animated|gunfight|good|vigilantism
151455,olympics|feel-good|sports|based on true story|based on a true story|true story|feel good movie|mentor|biopic|inspiring|inspirational|biographical|underdog|dreams|british|courage|story|original|heartwarming|england
151459,indians|india|bollywood|war|based on true story|iraq|based on a true story|dramatic|father daughter relationship|true story|pg-13|oscar (best foreign language film)|stand-up comedy
151501,sexual abuse|police corruption|storytelling|death|confusing|weird|brutality|pointless|original|spanish|religion|god
151593,remake|brutality|horror|original|intense|revenge|happy ending|torture|violence|sexualized violence
151605,internet|documentary|technology|futuristic|space travel|original|interesting|space|future|very interesting|complex|dark|science fiction|history|robots
151639,horror|creepy|supernatural|twist|twist ending|scary|original
151645,horror|death|apocalypse|original|splatter|family|weird|weed|bad ending|survival|demons|gay|idiotic|good soundtrack|twist ending|stereotypes|predictable|intense|internet|scary
151675,scifi|sci fi|idiotic|comedy|dumb|parody|bad acting|silly fun|notable nudity
151687,biblical|jesus|christian|christianity|religion|god|islam|judaism
151695,post apocalyptic|survival|post-apocalyptic|apocalypse|bleak|futuristic|solitude|brutality|visceral|loneliness|dialogue|end of the world|existentialism|original|visually appealing|visually stunning|violence|dark|intense|future
151707,hunting|documentary|storytelling|culture clash|coming of age|photography|animals|foreign|amazing photography|harsh|relationships|life|breathtaking|forceful|criterion|runaway|wilderness|childhood|tragedy|revolution
151731,storytelling|alternate universe|steampunk|alternate history|france|alone in the world|science fiction|visually appealing|scifi|distopia|sci fi|visual|original|alternate reality|graphic novel|french|surveillance|imagination|creativity|narrated
151735,horror|supernatural|ghosts|afterlife|death|life & death|creepy|scary|original
151739,comedy|road trip|drinking|foul language|crude humor|hilarious|funny|sex comedy
151759,capitalism|politics|documentary|social commentary|political|revolution|corporate america|interesting|propaganda|history|original|intellectual|manipulation|educational|corruption|freedom|greed|narrated|brainwashing|factual
151763,storytelling|criterion|original|beautiful scenery|oscar (best foreign language film)|visually appealing
151765,original|storytelling|melancholic|complex|suspenseful|visceral|good soundtrack
151769,cartoon|animation|russian|animated|animals|russia|talking animals|dog
151777,based on true story|based on a true story|true story|natural disaster|survival|courage|boat|special effects|disaster|story|dramatic|factual|ocean
151781,cyberpunk|anime|complex|japan|futuristic|series|crime|visually appealing|twists & turns|suspense|vengeance|original|investigation|philosophical|future|mentor|storytelling|murder|stylish|giant robots
151933,slavery|rebellion|history|brutality|segregation|historical|genocide|biographical|civil war|us history
151951,gay character|gay|aids|intimate|homophobia|based on book|love story|love|drama|based on a book|heartbreaking|queer|emotional|intense|storytelling|adapted from:book|great ending|relationships|glbt|social commentary
152017,disability|based on a book|love story|love|romantic|tear jerker|romance|girlie movie|adapted from:book|romantic comedy|chick flick|life & death|sentimental|touching|relationships|death|feel-good|good soundtrack|based on book|sad
152037,musical|dancing|broadway|good|original|good soundtrack|cheerleading|dialogue|dance|segregation
152055,virus|apocalypse|post-apocalyptic|zombies|zombie|gore|goofy|los angeles|stereotypes|splatter|computer game|post apocalyptic|cannibalism|good soundtrack|original|stupid as hell|gory|destiny
152057,biopic|musicians|jazz|music|biographical|artistic|biography|life|drug abuse|melancholic|great music|addiction|mentor|original
152059,wuxia|martial arts|kung fu|sequel|fight scenes|destiny|original|sequels|sword fighting|china
152061,heist|bank robbery|crime|corruption|ensemble cast|violence|police|detective|police corruption|betrayal|robbery|investigation|intense|twists & turns|chase|original|mob|organized crime|suspense|greed
152063,mythology|egypt|fantasy|god|action|big budget|special effects|adventure|fantasy world|cgi|bad cgi|immortality|video game|visually stunning|visuals|silly fun|visual|dark fantasy|fight scenes|predictable
152065,oscar (best foreign language film)|meditative|cinematography|visually stunning|foreign|black and white|weird|beautifully filmed|beautiful scenery|solitude|culture clash|latin america|great cinematography|storytelling|dreamlike|environment|spanish|stunning|enigmatic|criterion
152071,olympics|biographical|segregation|race issues|biopic|1930s|sports|mentor|history|nazis|race|true story|historical|biography|inspirational|jews|racism|racing|prejudice|nazi
152077,claustrophobic|tense|suspenseful|alien|suspense|paranoia|great ending|twist ending|twists & turns|intense|psychological|thriller|original|aliens|plot twist|good acting|survival|creepy|apocalypse|great acting
152079,secret service|action|president|good action|action packed|bad cgi|unrealistic|terrorism|chase|arms dealer|explosions|london|bombs|assassin|plot holes|revenge|fight scenes|assassination|lone hero|so bad it's funny
152081,oscar (best animated feature)|animals|animation|talking animals|animated|kids|social commentary|visually stunning|cute|friendship|disney|cartoon|disney animated feature|stereotypes|prejudice|conspiracy|allegory|clever|computer animation|children
152083,war|based on a book|wartime|military|comedy|based on true story|war movie|drama|dramatic|journalism|iraq|based on a true story
152091,comedy|absurd|hilarious|parody|satire|dumb but funny|stupidity|spoof|spying|idiotic|funny|spy|goofy
152163,war|oscar (best foreign language film)|drama|realistic|foreign|family drama|secrets
152284,based on a book|literature|adapted from:book|storytelling|based on book|original|adaptation|drama|costume drama|russia|cinematography|russian|visually appealing|complex|18th century|amazing cinematography|idealism|historical|criterion
152290,documentary|life & death|death|prison|death penalty|storytelling|dramatic|mentor|crime|life|great acting|oscar|childhood|literature
152372,horror|desert|splatter|creepy|weird|original|supernatural|suspense|demons|gory|good soundtrack|cult classic|scary|chase|claustrophobic|survival|storytelling
152515,remake|pointless|original|virus
152591,martial arts|kung fu|fight scenes|action|fighting|hong kong|good action|mentor|trilogy|china|story|foreign|action packed|original|chase|gangsters
152838,horror|cult|supernatural|ghosts|demons|haunted house|scary
152866,surreal|lynch|weird|surrealism|hallucinatory|stop motion|disturbing|dark|original|creepy|bizarre|strange|dreams|dreamlike|short|rabbits|cult classic|too short|insanity|oscar (best actress)
152970,bittersweet|touching|coming of age|wilderness|storytelling|comedy|quirky|family bonds|affectionate|good soundtrack|melancholic|based on a book|sweet|original|heartwarming|chase|mentor|indie|cinematography|funny
152976,western|gunfight|civil war|violent|father son relationship|chase|cinematography|violence|culture clash|brutality|vengeance|good action|action|murder|original|anti-hero|storytelling|silly fun
153070,surreal|lynch|weird|surrealism|existentialism|bizarre|rabbits|strange|dreamlike|cerebral|hallucinatory|enigmatic|absurd|disturbing|insanity|nonlinear|non-linear|criterion|art house|imagination
153959,gay|gay character|friendship|homosexuality|unlikely friendships|homophobia
154051,space program|nasa|astronauts|space|space travel|documentary|suspense|intense|obsession|storytelling|original|interesting|mars|excellent script|narrated|moon|unlikely friendships|greed|good|suspenseful
154358,prison escape|documentary|race|original|storytelling
154915,holocaust|nazis|nazi|jews|memory loss|short-term memory loss|justice|twists & turns|vengeance|great acting|drama|revenge|suspenseful|twist ending|storytelling|intense|great ending|thriller|world war ii|original
154939,fairy tale|original|visually appealing|weird
154941,drama|mystery|murder mystery|murder|island|adapted from:book|based on a book|death|suspense|original|adaptation|weird|psychological|books|twist ending|visually appealing|investigation|cinematography|paranoia|book was better
155018,children|kids|kidnapping
155064,visually stunning|visually appealing|cinematography|visual|weird|stylized|art house|beautiful|stunning|slow paced|amazing cinematography|los angeles|obsession|melancholic|stylish|beautifully filmed|enigmatic|meditative|breathtaking|storytelling
155074,weird|enigmatic|amazing cinematography|women|cinematography|meditative
155078,superhero|rome|super hero|superheroes|original|storytelling|bleak|dark humor|mentor|weird|social commentary
155181,president|history|drugs|historical|factual|us history|light|true story|biographical|drinking|biopic
155288,surveillance|military|terrorism|suspense|islam|tense|weapons|intense|bombs|political|spying|thriller|wartime|politics|war|thought-provoking|original|dramatic|moral ambiguity|propaganda
155392,relationships|loneliness|women|workplace
155509,assassin|romantic comedy|action|romance|hitman|hit men|entertaining|fight scenes|violence|comedy
155545,ghosts|psychological|mystery|supernatural|plot twist|police investigation|twist|memory loss|twists & turns|suspense|psychology|investigation|murder mystery|guilt|tricky|creepy|original|twist ending
155581,adventure|original|goofy|violent|fun movie|holiday|sarcasm|dialogue|weird|fantasy world|fun|alternate reality|friendship|quirky|redemption|road trip|humorous
155583,christian|god|religion|jesus|family|christianity|islam|feel-good|boston|biblical|heartwarming|feel good movie|true story|dramatic|based on true story|propaganda|natural disaster|catastrophe|terminal illness|latin america
155625,horror|supernatural|islam|iran|creepy|original|family drama|tense|middle east|drama|iraq war|war|ghosts|atmospheric
155659,biographical|new york|based on a true story|biopic|based on true story|biography|musicians|true story|music|period piece|bittersweet|oscar
155743,sequel|sequels|family|good sequel|wedding|romantic comedy|girlie movie|culture clash|stereotypes|crappy sequel|original|predictable
155800,stand-up comedy|comedy|fight scenes
155812,comedy|workplace|feel-good|weed|nudity (topless)|mentor|crude humor
155820,comedy|gangster|weed|hit men|gangsters|funny|parody|hilarious|silly fun|gangs|absurd|original|stoner movie
155828,musical|music|weird|original|criterion|intimate
155832,view askew|original
155846,dark humor|police corruption|police|dark comedy|irish accent|black comedy|strippers|brutality|corruption|off-beat comedy|drugs|dialogue|weird|original|violent|greed|mexico
155874,18th century|costume drama|jane austen|period piece|friendship|relationships|adaptation|adultery|love|british|original|literature|witty|farce
155968,espionage|spying|spies|spy|series|secrets|corruption|tom clancy|based on a book|drama|great acting|moral ambiguity|secret service|murder|tense|betrayal|007|stylish|arms dealer|original
156000,super hero|superhero|superheroes|based on a comic|dc comics|super-hero|based on comic|comics|comic book adaption|franchise|marvel|vigilante|action|pg-13|fighting|comic book|fight scenes|teen movie|good action|cartoon
156025,holiday|family|franchise
156125,rape|brutality|vengeance|violence|revenge|brutal|vigilantism|vigilante|sexual abuse|torture|violent|franchise|murder|sexualized violence|original|suspense|bloody|pornography|splatter|goretastic
156369,israel|documentary|iran|politics|middle east|political|oil|internet|secrets|conspiracy theory|weapons|complex|surveillance
156371,nostalgic|college|good soundtrack|awesome soundtrack|geeks|1980s|great soundtrack|texas|quirky|drinking|school|original|fun|baseball|unlikely friendships|slackers|ensemble cast
156387,music|coming-of-age|school|1980s|drama|feel-good|good soundtrack|mentor|teen movie|coming of age|bullying|good music|ireland|musicians|original|rock and roll|bittersweet|friendship|irish accent|brothers
156605,new jersey|meditative|melancholic|poetry|loneliness|quirky|character study|life|intimate|reflective|artistic|cerebral|criterion|enigmatic|independent film|existentialism|dog|affectionate|pointless|original
156607,fairy tale|magic|prequel|fantasy|love story|fairy tales|fantasy world|special effects|dark fantasy|betrayal|visuals|action
156609,comedy|sequel|sequels|weed|good sequel|funny|male nudity|college|foul language|goofy|crude humor|pg-13|original
156706,heist|off-beat comedy|crime|police corruption|twist ending|twists & turns|las vegas|bad ending|dark humor|stoner movie|caper|great ending|original|good soundtrack
156726,horror|tense|suspenseful|suspense|serial killer|slasher|scary|original|survival|intense|disability|thriller|creepy|twist|psychological|murder|great ending|gory
156755,mother-son relationship|loneliness|relationships|midlife crisis|life|intimate|depression|melancholic|teacher|criterion|social commentary|school|imagination|life philosophy|philosophical|original|childhood|existentialism|emotional|reflective
156903,surveillance
156944,germany|german|wwii|war|world war ii|best war films|brutality|great ending|brutal|drama|original|sacrifice|wartime|dramatic|intense|foreign|nazis|tense
157122,mathematics|mentor|biographical|indians|india|biopic|math|biography|drama|england|great acting
157200,greed|hostage|corruption|police|thriller|intense|conspiracy|capitalism|drama|entertaining|chase|original
157224,family|kids and family|predictable
157268,ensemble cast|comedy|original|independent film|bittersweet|friendship|dramatic|social commentary
157270,sequel|comedy|sequels|hip hop|teen movie|gangs
157274,romantic|chick flick|based on a book|love story|romance|love|romantic comedy|relationships|happy ending|catastrophe
157276,espionage|spying|based on a book|secret service|spy|political corruption|spies|russian|thriller|cold war|secrets|based on book|london|russia|gunfight|surveillance|islam|chase|corruption|original
157296,short-term memory loss|computer animation|oscar (best animated feature)|animation|pixar animation|pixar|sequel|adventure|family|memory loss|good sequel|fish|kids and family|animals|friendship|sequels|underwater|destiny|heartwarming|kids
157312,comedy|funny|mentor|crude humor|silly fun|women
157318,secrets|drama|unlikely friendships|relationships|great acting|friendship|original|cheating|mentor|tense|dramatic|drinking|dialogue|life philosophy|good acting|great ending|psychology|existentialism|thriller|twists & turns
157326,action|chase|paris|france|fast paced|good action|terrorism|espionage|surveillance|thriller|bombs|corruption|islam|original|police investigation|cia|conspiracy|fight scenes|police|heist
157338,civil war|slavery|historical|history|us history|based on a true story|true story|segregation|american civil war|rebellion|based on true story|factual|period piece|genocide|courage|war|runaway
157340,animation|video game adaptation|kids and family|computer animation|adapted from:game|animated|cartoon|based on a video game|video game|kids|birds|talking animals|animals|original
157361,documentary|twists & turns|greed|investigation|bdsm|journalism|manipulation|crime|mystery|original|interesting|internet|very interesting|drama|creepy|weird|complicated|psychological|suspense|intense
157373,original|poignant|great acting|talky|downbeat|existentialism|weird|great|cerebral|depression|narrated
157407,vengeance|free to download|vigilante|revenge|gunfight|violence|murder|action|hitman|vigilantism
157432,fight scenes|heist|action|pornography|good soundtrack|bollywood
157498,based on a book|time travel|based on book|series|original|adapted from:book|book|assassination|science fiction|books|future|interesting|great ending|destiny|time|storytelling|good|conspiracy|story|great acting
157667,single father|holiday|adoption|divorce|family|predictable|chick flick
157671,investigation|death|neo-noir|film noir|crime|drama|murder mystery|based on a book|secrets|noir|twists & turns|police investigation|detective|mystery
157699,surveillance|conspiracy|espionage|spying|politics|mentor|biographical|biopic|corruption|political|true story|biography|dramatic|secrets|factual|terrorism|conspiracy theory|history|interesting|based on a true story
157797,comedy|new york|social commentary|journalism|funny|kidnapping|original|latin america
157851,sports|documentary|intimate|drugs|great acting|original|greed|intense|corruption|tragedy|social commentary|suspense|relationships|good soundtrack|olympics|murder|complex|excellent script|independent film|tense
157853,transgender|stand-up comedy|politics|political|gay|funny|original|weird|family|comedy|chase|childhood|destiny|good action|san francisco|fairy tale|honest|light|heartwarming|very funny
157865,video game adaptation|based on a video game|video game|adapted from:game|video games|mad scientist|computer animation|animation|videogame|mentor|fun movie
157881,holiday|christmas|halloween|horror|original|fight scenes|virtual reality|too short|goofy|internet|family|creepy|twist ending|plot twist|twist|chase|story
157961,sci-fi|futuristic|sci fi|time travel|cyberpunk|scifi|science fiction|alternate reality|future|parallel universe|visual|cerebral|original|technology|low budget|love story|visually appealing|twists & turns|time loop|weird
158092,anime|horror|science fiction|animation|weird|haunted house|mentor|animated|scifi|japan|original|visually appealing|suspense|astronauts|tragedy|scenic|oscar (best directing)|psychology|interesting|atmospheric
158238,los angeles|neo-noir|comedy|dark humor|investigation|crime|conspiracy|pornography|detective|father daughter relationship|private detective|original|twists & turns|single father|complicated|mystery|murder mystery|storytelling|entertaining|hit men
158254,children|school|kids|sequels|comedy|predictable|stereotypes|teacher|original|violence|pointless|remake|slackers|fantasy world|action|fun|intense|pornography|nudity (topless)|childhood
158260,based on a book|original|midlife crisis|very interesting
158382,art|parenthood|based on a book|original|dysfunctional family|mentor|murder mystery|drama|family drama|creativity
158402,russian|action|chase|sacrifice|suspense|original|good|indians|thriller|special effects|adventure|fight scenes|nudity (topless - notable)|catastrophe|story|gunfight|beautiful scenery|corruption|drama
158428,adventure|kids|kids and family|road movie|family|franchise|fantasy world|bad plot
158528,shark|survival|tense|stranded|suspenseful|island|unrealistic|original|suspense|ocean|shallow|so bad it's funny|intense|entertaining|claustrophobic|bad ending|australia|bad cgi
158530,horror|original|chase|death|scary
158783,pornography|complex|twists & turns|erotic|storytelling|cinematography|plot twist|vengeance|bdsm|stylish|masterpiece|drama|japan|thriller|sexuality|sex|visually stunning|foreign|intense|tense
158813,fairy tale|fantasy|fantasy world|adventure|sequel|based on a book|whimsical|cgi|story|visuals|visual|magic|time travel|original|visually stunning|parallel universe|time|family|sequels|special effects
158830,fantasy world|based on a book|fantasy|fairy tale|imagination|children|magic|whimsical|kids and family|based on book|adapted from:book|childhood|adventure|adaptation|high fantasy|storytelling|books|dreams|original
158842,documentary|religion|cult|brainwashing|original|investigation|los angeles
158872,comedy|animation|parody|satire|crude humor|foul language|hilarious|funny|absurd|original|weed|weird|stereotypes|humor|sarcasm|pornography|cartoon|food
158956,robots|scifi|future|sci fi|futuristic|robot|sci-fi|cyberpunk|technology|science fiction|artificial intelligence|androids|dystopic future|special effects|dystopia|suspense|low budget|original|action|plot holes
158962,horror
158966,social commentary|family bonds|literature|great acting|oscar (best supporting actor)|family drama|children|powerful ending|original|thought-provoking|life|complex|emotional|culture clash|storytelling|world politics|parenthood|idealism|coming of age|heartwarming
158972,father daughter relationship|oscar (best foreign language film)|loneliness|melancholic|drama|weird|relationships|foreign|criterion|existentialism|intimate|enigmatic|character study|art house|death|golden palm|original
158974,writer's life|latin america|biopic|poetry|artist|literature|writers|oscar (best foreign language film)|obsession|complex|biography|foreign|independent film|criterion|argentina|existentialism
159061,police investigation|horror|investigation|small town|weird|visceral|cinematography|supernatural|enigmatic|storytelling|mystery|complex|murder mystery|atmospheric|disturbing|murder|macabre|original
159077,mother daughter relationship|los angeles|runaway|relationships|death|depression|loneliness
159093,stage magic|heist|magic|sequel|entertaining|sequels|plot twist|con artists|twists & turns|pg-13|plot|good sequel|franchise|action
159161,stand-up comedy|funny|comedy|very funny|hilarious|vengeance|sexual|original|pornography|great|women|weird
159163,independent film|weird|death|criterion|male nudity|sexy
159191,mother daughter relationship|guilt|storytelling|loneliness|drama|melancholic|spanish|death|tragedy|destiny|runaway|almodovar|friendship|women|literature|relationships|spain|love|complex|coen bros
159193,1930s|los angeles|love|gangsters|new york|relationships|gangster|nostalgic|love triangles|original|romantic|hollywood|romance|melancholic|visually appealing
159195,criterion|working class|social commentary|heartbreaking|bleak|political|dramatic|drama|disability|realistic|life philosophy|depression|great acting|original|poverty|feel-good
159415,weird|loneliness|surreal|original|absurd|life & death|surrealism|depression|existentialism|life|mindfuck|imagination|stranded|cult film|friendship|dark humor|allegory|storytelling|melancholic|cerebral
159441,comedy|male nudity|fight scenes|predictable|action|crude humor|bad plot
159447,supernatural|horror|dark fantasy|adoption|creepy|dreams|death|scary|weird|original|fantasy|ghosts/afterlife|fantasy world|afterlife
159451,criterion|foreign|complex|corruption|golden palm|drama|depression|oscar (best foreign language film)|reflective|life
159614,twist ending|twist|psychological|paranoia
159690,ninja|action|franchise|sequel|mutants|super hero|based on a comic|vigilante|superheroes|teleportation|silly fun|big budget|fight scenes|superhero|sequels|adapted from:comic|silly|good sequel|super-hero|dialogue
159696,supernatural|horror|demons|family drama|haunted house|ghosts|scary|internet
159717,road trip|disability|feel-good|sarcasm|good soundtrack|dark humor|drama|heartwarming|friendship|mentor|great acting|good|good acting|teen movie|great|feel good movie|original|great movie|dramatic|story
159755,mockumentary|parody|comedy|music|satire|fake documentary|hip hop|musicians|spoof|music business|saturday night live|hilarious|fun movie|funny|original|silly fun|goofy|sarcasm|ridiculous
159811,russian|music|cartoon|musical|animation
159817,narrated|visually appealing|visually stunning|stunning|nature|visual|animals|free to download|amazing photography|cinematography|scenic|beautiful scenery|documentary|photography|breathtaking|environment|imdb top 250|storytelling|original|weird
159819,amazing photography|documentary|narrated|series|life|nature|intimate|original|photography|animals|criterion|imdb top 250|cinematography|great|educational|life philosophy|melancholic|affectionate
159827,politics|biopic|political|president|race issues|history|mentor|biography|historical|assassination|dramatic|corruption|factual|revolution|biographical|drama|us history|world politics|idealism|justice
159849,stand-up comedy|existentialism|comedy|special|honest|original|heartbreaking
159858,horror|supernatural|haunted house|demons|creepy|suspense|original|scary|family|tense|london|ghosts|frightening|eerie
159917,political|politics|world politics|social commentary|documentary|intimate|new york city|corruption|interesting|obsession|oscar (best directing)|new york|relationships|honest|journalism|criterion|manipulation|marriage|women|betrayal
159972,mars|space travel|astronauts|space|scifi|nasa|sci-fi|low budget|solitude|wilderness|sci fi
159976,rags to riches|biographical|biopic|sports|biography|feel-good|soccer|football|dramatic|bollywood|feel good movie|excellent script|drama|independent film|great acting|heartwarming|oscar (best directing)|mentor|based on true story|inspirational
160020,murder|crime|police investigation|murder mystery|investigation|storytelling|death|documentary|intimate|obsession|independent film|corruption|original|journalism|suspense
160080,remake|ghosts|women|original|visually appealing
160112,based on a book|adapted from:book|zombies|zombie
160271,espionage|comedy|spying|bullying|buddy movie|silly fun|pg-13|action|hilarious|funny|mentor|high school|spy|assassin
160289,race issues|crime|documentary|murder|storytelling|obsession|original|justice|interesting|imdb top 250|violence|history|segregation|police investigation|greed|tragedy|complex|chase|mentor|guilt
160400,writing|biographical|writers|biopic|based on a book|adapted from:book|eccentricity|literature|based on book|biography|1930s|books|genius|book|mentor|relationships|artist|new york|intellectual|life philosophy
160438,espionage|assassin|spying|action|chase|fast paced|surveillance|conspiracy|car chase|franchise|spies|spy|amnesia|assassination|assassins|action packed|secrets|good action|secret service|fight scenes
160553,documentary|mentor|obsession|original|storytelling|corruption|vengeance|great movie|tense|artist|drinking|highly quotable|suspense|suspenseful|gunfight|honest|criterion|interesting|biography|very interesting
160559,documentary|book|books|capitalism
160563,jungle|africa|action|adventure|lions|big budget|cgi|mythology|slavery|bad cgi|visually appealing|pg-13|superheroes|fight scenes|animals|super hero|special effects|better than expected
160565,political|violence|survival|franchise|politics|stereotypes|sequel|secret service|world politics|original
160567,comedy|wedding|silly fun|hawaii|hilarious|funny|dumb but funny|silly|absurd|foul language|goofy|dumb|parody|drinking|very funny
160569,animation|franchise|computer animation|animated|animals|kids and family|talking animals|cartoon|natural disaster|dinosaurs|kids|3d
160571,horror|supernatural|creepy|ghosts|suspense|original|scary|light|haunted house|frightening|demons|mental illness|suspenseful|family
160573,dragons|family|remake|adventure|magic|fairy tale|original|fantasy|computer animation|heartwarming|whimsical|fantasy world|kids
160644,jewish|anti-semitism|new jersey|jews|1950s|college|life & death|period piece
160656,story|drama|independent film|original|mentor|homeless
160674,zombies|zombie|splatter|virus|apocalypse|survival|action|post-apocalyptic|original|island|entertaining|big budget|fast paced|pg-13
160684,bank robbery|heist|investigation|crime|corruption|police investigation
160710,based on a tv show|fashion|transgender|pornography|nudity (topless - notable)|goofy|original|satire
160718,pixar animation|animation|cute|birds|animated|computer animation|pixar|too short|short|cartoon|coming of age|cute!|original|sweet|animals|storytelling|mentor|touching|oscar|story
160848,loneliness|imagination|melancholic|visually stunning|storytelling|meditative|allegory|weird|reflective|beautifully filmed|original|visually appealing|enigmatic|visual|complex|stunning|oscar|life & death|dialogue|life
160874,animation|animated|family|documentary|disney|heartwarming|childhood|coming of age|inspirational|based on book|kids|feel-good|original|disability|autism|cartoon|friendship|love|emotional|prejudice
160876,poland|religion|jews|hospital|islam|intimate|sisters|french|bleak|women
160954,internet|teen movie|technology|teen|teenager|video game|teenagers|visually appealing|teens|entertaining|awesome soundtrack|new york|pg-13|hacking|high school|based on a book
160980,true story|based on a true story|based on true story|drama|dramatic|biographical|biopic|aviation|investigation|mentor|pg-13|courage|factual|great acting|survival|intense|good|storytelling|inspirational|biography
160988,social commentary|russia|political|school|gay|russian|loneliness|distopia|insanity
160990,dysfunctional family|melancholic|emotional|drama|family drama
161024,politics|stand-up comedy|political|greed|jesus
161032,surreal|surrealism|weird|lynch|dark|disturbing|artistic|stop motion|dreamlike|macabre|creepy|bizarre|childhood|strange|stylized|hallucinatory|ominous|loneliness|visually appealing|cult film
161034,bollywood|tragedy|love story|fight scenes|emotional|heartbreaking|original|indians|good action|mentor|fighting|redemption|touching|story|excellent|olympics
161127,undercover cop|drugs|biographical|based on true story|crime|true story|based on a true story|corruption|drama|great acting|addiction|biopic
161131,true story|based on true story|based on a true story|arms dealer|corruption|greed|comedy|rags to riches|iraq|drama|drugs|dramatic|entertaining|iraq war|mentor|weed|weapons|war|business|original
161348,love|weird|cult film|art house
161354,graphic novel|batman|animation|dc comics|vigilante|superhero|adapted from:comic|super hero|superheroes|comics|adaptation|vengeance|based on a comic|story|storytelling|justice|dark|vigilantism|original|comic book
161580,comedy|parenthood|foul language|women|single father|girlie movie|drinking|hilarious|funny|teen movie|good soundtrack
161582,bank robbery|crime|texas|heist|great acting|cinematography|brothers|scenic|western|suspense|tense|gunfight|dialogue|greed|storytelling|intense|drama|original|imdb top 250|moral ambiguity
161584,drama|future|president|biographical|original|love story|romance|great movie|mentor|politics|dialogue|light|good soundtrack|workplace|new jersey|romantic|first contact
161586,unlikely friendships|family bonds|adolescence|independent film|intimate
161594,fantasy|video game|based on a video game|adapted from:game|cgi|graphic design|anime|fight scenes|fantasy world|visually appealing|action|graphic novel|visually stunning|original|visual|story|high fantasy|plot twist|vengeance|japan
