tmdbId,tmdb_title,top_cast,cast_count,director,writers,producers,composer
14048,Man on Wire,Philippe Petit|Jean François Heckel|Jean-Louis Blondeau|Annie Allix|David Forman,8,James Marsh,Philippe Petit,Simon Chinn,
356987,Abandoned,Dominic Purcell|Peter Feeney|Owen Black|Siobhan Marshall|Serena Cotton,17,John Laing,Stephanie Johnson,,
295886,Brotherly Love,Keke Palmer|Cory Hardrict|Eric D. Hill Jr.|Quincy Brown|Nafessa Williams,5,Jamal Hill,Jamal Hill,Shelby Stone|Jacob York|Charles E. Alston|Yaneley Arty|Ron Robinson,
38358,The Last Exorcism,Ashley Bell|Patrick Fabian|Iris Bahr|Louis Herthum|Caleb Landry Jones,8,Daniel Stamm,Huck Botko|Andrew Gurland,Marc Abraham|Eli Roth|Thomas A. Bliss,
33511,Nowhere Boy,Aaron Taylor-Johnson|Anne-Marie Duff|Kristin Scott Thomas|David Threlfall|David Morrissey,21,Sam Taylor-Johnson,Matt Greenhalgh,Kevin Loader|Robert Bernstein,Alison Goldfrapp|Will Gregory
702,A Streetcar Named Desire,Vivien Leigh|Marlon Brando|Kim Hunter|Karl Malden|Rudy Bond,19,Elia Kazan,Tennessee Williams|Oscar Saul,Charles K. Feldman,Alex North
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers|George C. Scott|Sterling Hayden|Keenan Wynn|Slim Pickens,21,Stanley Kubrick,Stanley Kubrick|Terry Southern|Peter George,Stanley Kubrick|Victor Lyndon,Laurie Johnson
542,The Crime of Padre Amaro,Gael García Bernal|Ana Claudia Talancón|Sancho Gracia|Angélica Aragón|Ernesto Gómez Cruz,15,Carlos Carrera,Vicente Leñero,Daniel Birman Ripstein|Alfredo Ripstein hijo|José María Morales|Claudia Becker|Scot Evans,Rosino Serrano
84175,Beasts of the Southern Wild,Quvenzhané Wallis|Dwight Henry|Levy Easterly|Gina Montana|Lowell Landes,15,Benh Zeitlin,Benh Zeitlin|Lucy Alibar,Michael Gottwald|Dan Janvey|Josh Penn,Benh Zeitlin|Dan Romer
1705,Battle for the Planet of the Apes,Roddy McDowall|Natalie Trundy|Austin Stoker|Severn Darden|Claude Akins,17,J. Lee Thompson,Paul Dehn|John William Corrington|Joyce Hooper Corrington,Arthur P. Jacobs,Leonard Rosenman
62677,Songcatcher,Janet McTeer|Michael Davis|Michael Goodwin|Gregory Russell Cook|Jane Adams,14,Maggie Greenwald,Maggie Greenwald,Richard Miller|Ellen Rigas-Venetis,David Mansfield
50875,Higher Ground,Vera Farmiga|Donna Murphy|Dagmara Domińczyk|John Hawkes|Joshua Leonard,16,Vera Farmiga,,,
260778,Vaalu,Silambarasan|Hansika Motwani|Santhanam|VTV Ganesh|Brahmanandam,13,Vijay Chandar,Vijay Chandar|Vijay Chandar|Siva Prakash,S. S. Chakravarthy|S.S.Chakravarthy,S. Thaman
58492,The Greatest Movie Ever Sold,Morgan Spurlock|Peter Berg|Paul Brennan|Ralph Nader|Brett Ratner,7,Morgan Spurlock,Morgan Spurlock,,
44562,Ed and His Dead Mother,Eric Christmas|Harper Roisman|Steve Buscemi|Sam Jenkins|Ned Beatty,6,Jonathan Wacks,,,
37232,Travellers and Magicians,Tshewang Dendup|Sonam Lhamo|Lhakpa Dorji|Deki Yangzom|Sonam Kinga,5,Khyentse Norbu,Khyentse Norbu,,
4929,Hang 'em High,Clint Eastwood|Inger Stevens|Ed Begley|Pat Hingle|Ben Johnson,24,Ted Post,Leonard Freeman|Mel Goldberg,Leonard Freeman,Dominic Frontiere
36334,Deadline - U.S.A.,Humphrey Bogart|Ethel Barrymore|Kim Hunter|Ed Begley|Warren Stevens,17,Richard Brooks,Richard Brooks,Sol C. Siegel,Cyril J. Mockridge|Sol Kaplan
9783,Sublime,Tom Cavanagh|Jeffrey Anderson-Gunter|Cas Anvar|Paget Brewster|Jordi Caballero,21,Tony Krantz,,Daniel Myrick|Tony Krantz,
386826,A Beginner's Guide to Snuff,Joey Kern|Luke Edwards|Bree Williamson|Brad Greenquist|Perry Laylon Ojeda,5,Mitchell Altieri,Adam Weis|Cory Knauf|Mitchell Altieri,,Kevin Kerrigan
205126,Independence Daysaster,Casey Dubois|Iain Belcher|Andrea Brooks|Nicholas Carella|Emily Holmes,5,W.D. Hogan,Rudy Thauberger|Sydney Roper,,
98557,Dysfunctional Friends,Stacey Dash|Reagan Gomez-Preston|Wesley Jonathan|Persia White|Jason Weaver,14,Corey Grant,Corey Grant,Greg Carter|Datari Turner,
104,Run Lola Run,Franka Potente|Moritz Bleibtreu|Herbert Knaup|Nina Petri|Armin Rohde,23,Tom Tykwer,Tom Tykwer,Stefan Arndt|Andreas Schreitmüller|Gebhard Henke,Tom Tykwer|Johnny Klimek|Reinhold Heil
10894,May,Angela Bettis|Jeremy Sisto|Anna Faris|James Duval|Nichole Hiltz,17,Lucky McKee,Lucky McKee,Marius Balchunas|Scott Sturgeon,Jaye Barnes Luckett
246449,Against the Wild,Natasha Henstridge|CJ Adams|Erin Pitt|Ted Whittall|Rainbow Francks,9,Richard Boddington,Richard Boddington,,
32579,Under the Same Moon,Kate del Castillo|Adrián Alonso Barona|Eugenio Derbez|America Ferrera|Angelina Peláez,11,Patricia Riggen,Ligiah Villalobos,,Carlo Siliotto
1688,Conquest of the Planet of the Apes,Roddy McDowall|Don Murray|Ricardo Montalban|Hari Rhodes|Severn Darden,29,J. Lee Thompson,Paul Dehn,Arthur P. Jacobs,Tom Scott
1999,In the Bedroom,Tom Wilkinson|Sissy Spacek|Nick Stahl|Marisa Tomei|William Mapother,11,Todd Field,Todd Field,Ross Katz|Todd Field|Graham Leader,Thomas Newman
43947,I Spit on Your Grave,Sarah Butler|Daniel Franzese|Chad Lindberg|Jeff Branson|Rodney Eastman,9,Steven R. Monroe,Meir Zarchi|Stuart Morse,Lisa M. Hansen|Paul Hertzberg,Corey A. Jackson
24066,"Happy, Texas",Steve Zahn|William H. Macy|Jeremy Northam|Ally Walker|Ron Perlman,9,Mark Illsley,Phil Reeves|Ed Stone|Mark Illsley,,
9709,My Summer of Love,Natalie Press|Emily Blunt|Paddy Considine|Dean Andrews,4,Paweł Pawlikowski,Michael Wynne|Paweł Pawlikowski,David M. Thompson|Chris Auty|Chris Collins|Emma Hayter|Tanya Seghatchian,Alison Goldfrapp|Will Gregory
191714,The Lunchbox,Irrfan Khan|Nimrat Kaur|Nawazuddin Siddiqui|Denzil Smith|Bharati Achrekar,9,Ritesh Batra,Ritesh Batra,,Max Richter
25312,Yes,Joan Allen|Simon Abkarian|Sam Neill|Shirley Henderson|Stephanie Leonidas,7,Sally Potter,Sally Potter,,
34106,You Can't Take It With You,Jean Arthur|Lionel Barrymore|James Stewart|Edward Arnold|Mischa Auer,141,Frank Capra,Robert Riskin,Frank Capra,
11426,From Here to Eternity,Burt Lancaster|Montgomery Clift|Deborah Kerr|Donna Reed|Frank Sinatra,17,Fred Zinnemann,Daniel Taradash|James Jones,E. Maurice Adler,George Duning
13909,She Wore a Yellow Ribbon,"John Wayne|Joanne Dru|John Agar|Ben Johnson|Harry Carey, Jr.",24,John Ford,Laurence Stallings|Frank S. Nugent|James Warner Bellah,,
206284,Grace Unplugged,AJ Michalka|James Denton|Kevin Pollak|Shawnee Smith|Michael Welch,8,Brad J. Silverman,Brad J. Silverman,,
27455,Foolish,Eddie Griffin|Master P|Amie Petersen|Frank Sivero|Daphnée Duplaix Samuel,14,Dave Meyers,Master P,,
66468,N-Secure,Cordell Moore|Essence Atkins|Denise Boutte|Tempestt Bledsoe|Lamman Rucker,6,David M. Matthews,Julius Lewis,,
7973,Caramel,Nadine Labaki|Yasmine Al Massri|Joanna Moukarzel|Gisèle Aouad|Adel Karam,11,Nadine Labaki,Nadine Labaki|Jihad Hojeily|Rodney El Haddad,Anne-Dominique Toussaint,Khaled Mouzannar
283686,Out of the Dark,Julia Stiles|Scott Speedman|Stephen Rea|Alejandro Furth|Pixie Davies,6,Lluís Quílez,Javier Gullón|Àlex Pastor|David Pastor,Belén Atienza|Enrique López Lavigne|Cristian Conti|Andrés Calderón,
15976,The Bubble,Ohad Knoller|Yousef Sweid|Daniella Wircer|Alon Friedman|Zion Baruch,8,Eytan Fox,Eytan Fox|Gal Uchovsky,,
592,The Conversation,Gene Hackman|John Cazale|Frederic Forrest|Cindy Williams|Harrison Ford,17,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola|Fred Roos|Mona Skager,David Shire
74084,Dil Jo Bhi Kahey...,Amitabh Bachchan|Revathi|Karan Sharma|Annabelle Wallis|Malcolm Stoddard,13,Romesh Sharma,Romesh Sharma,,
1651,Mississippi Mermaid,Jean-Paul Belmondo|Catherine Deneuve|Michel Bouquet|Nelly Borgeaud|Martine Ferrière,8,François Truffaut,François Truffaut,François Truffaut|Marcel Berbert,Antoine Duhamel
25428,I Love Your Work,Marisa Coughlan|Judy Greer|Shalom Harlow|Jared Harris|Joshua Jackson,11,Adam Goldberg,Adam Goldberg|Adrian Butchart,,
298584,Cabin Fever,Matthew Daddario|Samuel Davis|Dustin Ingram|Eli Roth|Gage Golightly,15,Travis Zariwny,Randy Pearlstein,Evan Astrowsky|Christopher Lemole|Tim Zajaros,Kevin Riepl
10758,Waitress,Keri Russell|Nathan Fillion|Andy Griffith|Cheryl Hines|Eddie Jemison,20,Adrienne Shelly,,Michael Roiff,Andrew Hollander
11690,Bloodsport,Jean-Claude Van Damme|Bolo Yeung|Roy Chiao|Philip Chan Yan-Kin|Donald Gibb,9,Newt Arnold,Sheldon Lettich|Mel Friedman|Christopher Cosby,Menahem Golan|Yoram Globus|Mark DiSalle,
3083,Mr. Smith Goes to Washington,James Stewart|Jean Arthur|Claude Rains|Edward Arnold|Guy Kibbee,213,Frank Capra,Lewis R. Foster|Sidney Buchman,Frank Capra,Dimitri Tiomkin
9344,Kids,Leo Fitzpatrick|Rosario Dawson|Chloë Sevigny|Justin Pierce|Sajan Bhagat,16,Larry Clark,Harmony Korine,Cary Woods,Lou Barlow|John Davis
10707,The Squid and the Whale,Jeff Daniels|Laura Linney|Jesse Eisenberg|Owen Kline|William Baldwin,41,Noah Baumbach,Noah Baumbach,Wes Anderson|Peter Newman|Charles Corwin|Clara Markowicz,Britta Phillips|Dean Wareham
15647,Kissing Jessica Stein,Jennifer Westfeldt|Tovah Feldshuh|Esther Wurmfeld|Hillel Friedman|Jon Hamm,9,Charles Herman-Wurmfeld,Heather Juergensen|Jennifer Westfeldt,Eden Wurmfeld|Brad Zions,Marcelo Zarvos
308529,Kickboxer: Vengeance,Alain Moussi|Dave Bautista|Sara Malakul Lane|Jean-Claude Van Damme|Darren Shahlavi,8,John Stockwell,Dimitri Logothetis|Jim McGrath,Ted Field|Dimitri Logothetis|Nicholas Celozzi|Robert Hickman|Mutita Na Songkla,Adam Dorn
4174,Spellbound,Ingrid Bergman|Gregory Peck|Michael Chekhov|Rhonda Fleming|Leo G. Carroll,14,Alfred Hitchcock,Ben Hecht,David O. Selznick,Miklós Rózsa
20156,Exotica,Bruce Greenwood|Mia Kirshner|Elias Koteas|Don McKellar|Sarah Polley,14,Atom Egoyan,Atom Egoyan,,
9464,Buffalo '66,Vincent Gallo|Christina Ricci|Ben Gazzara|Mickey Rourke|Rosanna Arquette,26,Vincent Gallo,Vincent Gallo|Alison Bagnall,Chris Hanley,
49018,Insidious,Patrick Wilson|Rose Byrne|Ty Simpkins|Barbara Hershey|Lin Shaye,19,James Wan,Leigh Whannell,Jason Blumenthal|Oren Peli|Steven Schneider,Joseph Bishara
13820,Repo Man,Harry Dean Stanton|Emilio Estevez|Tracey Walter|Olivia Barash|Sy Richardson,17,Alex Cox,Alex Cox,Jonathan Wacks|Peter McCarthy,Tito Larriva|Steven Hufsteter
18079,Nine Queens,Ricardo Darín|Gastón Pauls|Leticia Brédice|María Mercedes Villagra|Gabriel Correa,17,Fabián Bielinsky,Fabián Bielinsky,Pablo Bossi,
127918,The Gatekeepers,Ami Ayalon|Avraham Shalom|Yaakov Peri|Carmi Gillon|Avi Dichter,6,Dror Moreh,,,
17113,The Ballad of Jack and Rose,Daniel Day-Lewis|Camilla Belle|Catherine Keener|Ryan McDonald|Paul Dano,9,Rebecca Miller,,,
129139,The To Do List,Aubrey Plaza|Johnny Simmons|Bill Hader|Alia Shawkat|Sarah Steele,20,Maggie Carey,Maggie Carey,Greg Walter,
507,Killing Zoe,Eric Stoltz|Julie Delpy|Jean-Hugues Anglade|Tai Thai|Bruce Ramsay,11,Roger Avary,,Samuel Hadida,
4012,The Believer,Ryan Gosling|Summer Phoenix|Theresa Russell|Billy Zane|Joshua Harto,33,Henry Bean,Henry Bean|Henry Bean|Mark Jacobson,Susan Hoffman|Eric Sandys,Joel Diamond
14054,Snow Angels,Kate Beckinsale|Sam Rockwell|Michael Angarano|Olivia Thirlby|Amy Sedaris,10,David Gordon Green,David Gordon Green,,
323271,Unsullied,Rusty Joiner|Murray Gray|James Gaudioso|Erin Boyes,4,Simeon Rice,,,
10972,Session 9,Peter Mullan|David Caruso|Stephen Gevedon|Josh Lucas|Brendan Sexton III,9,Brad Anderson,Brad Anderson|Stephen Gevedon,David Collins|Dorothy Aufiero|Michael Williams,Climax Golden Twins
13066,I Want Someone to Eat Cheese With,Jeff Garlin|Sarah Silverman|Bonnie Hunt|Elle Fanning|Jessy Schram,5,Jeff Garlin,Jeff Garlin,,
66025,Mooz-lum,Nia Long|Danny Glover|Evan Ross|Summer Bishil,4,Qasim Basir,,,
11908,Hatchet,Joel David Moore|Tamara Feldman|Deon Richmond|Kane Hodder|Mercedes McNab,15,Adam Green,Adam Green,Scott Altomare|Sarah Elbert|Cory Neal,Andy Garfield
3082,Modern Times,Charlie Chaplin|Paulette Goddard|Henry Bergman|Tiny Sandford|Chester Conklin,36,Charlie Chaplin,Charlie Chaplin,Charlie Chaplin,Charlie Chaplin
39541,Stolen Summer,Aidan Quinn|Bonnie Hunt|Kevin Pollak|Eddie Kaye Thomas|Lisa Dodson,10,Pete Jones,Pete Jones,Ben Affleck|Matt Damon|Chris Moore,Danny Lux
1961,My Name Is Bruce,Bruce Campbell|Grace Thorsen|Ted Raimi|Adam Boyd|Mike Estes,7,Bruce Campbell,Mark Verheiden,Bruce Campbell,
51820,The Salon,Dondre Whitfield|Kym Whitley|Monica Calhoun|Terrence Howard|Darrin Henson,7,Mark Brown,,,
291362,Road Hard,Adam Carolla|Diane Farr|Larry Miller|Mindy Robinson|David Koechner,16,Adam Carolla|Kevin Hench,Adam Carolla|Kevin Hench,Adam Carolla|Kevin Hench|Nate Adams,Andrew Johnson
30082,Forty Shades of Blue,Dina Korzun|Rip Torn|Darren E. Burrows|Andrew Henderson|Elizabeth Morton,7,Ira Sachs,Ira Sachs|Michael Rohatyn,Ira Sachs|Jawal Nga|Donald Rosenfeld|Mary Bing|Margot Bridger,
72913,Amigo,Chris Cooper|DJ Qualls|Garret Dillahunt|Yul Vazquez|Lucas Neff,8,John Sayles,John Sayles,,
23963,Pontypool,Stephen McHattie|Lisa Houle|Georgina Reilly|Hrant Alianak|Rick Roberts,13,Bruce McDonald,Tony Burgess,Jeffrey Coghlan|Ambrose Roche,Claude Foisy
29406,Trucker,Michelle Monaghan|Nathan Fillion|Joey Lauren Adams|Jimmy Bennett|Mika Boorem,11,James Mottern,James Mottern,,
361505,Me You and Five Bucks,,0,,,,
104755,The Lords of Salem,Sheri Moon Zombie|Bruce Davison|Jeff Daniel Phillips|Judy Geeson|Meg Foster,43,Rob Zombie,Rob Zombie,Rob Zombie|Andy Gould|Jason Blum|Oren Peli|Steven Schneider,John 5|Griffin Boice
253306,Housebound,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Cameron Rhodes|Millen Baird,10,Gerard Johnstone,Gerard Johnstone,Ant Timpson|Luke Sharpe,Mahuia Bridgman-Cooper
29595,Wal-Mart: The High Cost of Low Price,Lee Scott|Don Hunter|Jon Hunter|Jeremy Hunter|Matt Hunter,23,Robert Greenwald,,Robert Greenwald|Jim Gilliam|Devin Smith,John Frizzell
46729,Fetching Cody,Jay Baruchel|Sarah Lind|Jim Byrnes|Neil Denis|Chilton Crane,11,David Ray,David Ray,,
294600,Last I Heard,Paul Sorvino|Chazz Palminteri|Michael Rapaport|Renee Props,4,David Rodriguez,David Rodriguez,,
137347,Closer to the Moon,Vera Farmiga|Mark Strong|Harry Lloyd|Anton Lesser|Joe Armstrong,9,Nae Caranfil,Nae Caranfil,,
290370,Mutant World,Kim Coates|Holly Deveaux|Ashanti|Amber Marshall|Jason Cermak,11,David Winning,Matthew Campagna,Michael Frislev|Chad Oakes,
426469,Growing Up Smith,Roni Akurati|Brighton Sharbino|Jason Lee|Anjul Nigam|Hilarie Burton,23,Frank Lotito,Gregory Scott Houghton,,
356841,Checkmate,Danny Glover|Sean Astin|Vinnie Jones|Mischa Barton|Michael Paré,14,Timothy Woodward Jr.,Calvin Cox Jr.|Jennifer Lynch|Henry Mitchell,,
301325,#Horror,Taryn Manning|Natasha Lyonne|Chloë Sevigny|Balthazar Getty|Timothy Hutton,9,Tara Subkoff,Tara Subkoff,Tara Subkoff|Jason Ludman|Oren Segal|Brendan Walsh,
347755,Wind Walkers,Zane Holtz|Glen Powell|Kiowa Gordon|Castille Landon|Johnny Sequoyah,6,Russell Friedenberg,Russell Friedenberg,,
408,Snow White and the Seven Dwarfs,Adriana Caselotti|Lucille La Verne|Harry Stockwell|Roy Atwell|Pinto Colvig,13,David Hand,Ted Sears|Richard Creedon|Otto Englander|Dick Rickard|Earl Hurd,Walt Disney,Paul J. Smith|Frank Churchill|Leigh Harline
44413,The Holy Girl,María Alché|Mercedes Morán|Carlos Belloso|Alejandro Urdapilleta|Mía Maestro,5,Lucrecia Martel,Lucrecia Martel,,Andres Gerszenzon
39209,Shalako,Sean Connery|Brigitte Bardot|Jack Hawkins|Stephen Boyd|Peter van Eyck,15,Edward Dmytryk,James Griffith|Hal Hopper|Scott Finch,Artur Brauner|Euan Lloyd|Hal Mason,Robert Farnon
48463,Incident at Loch Ness,Werner Herzog|Kitana Baker|Gabriel Beistain|Russell Williams II|David A. Davidson,13,Zak Penn,Werner Herzog|Zak Penn,,
394047,The Dog Lover,Allison Paige|James Remar|Lea Thompson|Jayson Blair|Sherry Stringfield,30,Alex Ranarivelo,Ali Afshar|Alex Ranarivelo,Tag Mendillo,Jamie Christopherson
312791,GirlHouse,Ali Cobrin|Erin Agostino|James Thomas|Alice Hunter|Alyson Bath,13,Jon Knautz|Trevor Matthews,Nick Gordon,Cory Neal|Nick Gordon,
266034,The Blue Room,Mathieu Amalric|Léa Drucker|Stéphanie Cléau|Laurent Poitrenaux,4,Mathieu Amalric,Mathieu Amalric|Georges Simenon|Stéphanie Cléau,Paulo Branco,
280381,House at the End of the Drive,James Oliver|Jonathan Mangum|Alison Raimondi|Angela Jones|Lance Henriksen,14,David Worth,David Oman|Jim Vines,David Oman,
2661,Batman,Adam West|Burt Ward|Lee Meriwether|Cesar Romero|Burgess Meredith,18,Leslie H. Martinson,Lorenzo Semple Jr.,William Dozier,Nelson Riddle
100,"Lock, Stock and Two Smoking Barrels",Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Statham|Vinnie Jones,27,Guy Ritchie,Guy Ritchie,Matthew Vaughn,John Murphy|David A. Hughes
218500,The Ballad of Gregorio Cortez,Edward James Olmos|James Gammon|Tom Bower,3,Robert M. Young,Américo Paredes,,
309,The Celebration,Ulrich Thomsen|Henning Moritzen|Thomas Bo Larsen|Paprika Steen|Birthe Neumann,21,Thomas Vinterberg,Thomas Vinterberg|Mogens Rukov,Birgitte Hald,Lars Bo Jensen
27845,Trees Lounge,Steve Buscemi|Chloë Sevigny|Carol Kane|Mark Boone Junior|Bronson Dudley,13,Steve Buscemi,Steve Buscemi,Brad Wyman|Chris Hanley,
25784,Journey from the Fall,Kiều Chinh|Long Nguyen|Diem Lien|Jayvee Mai The Hiep|Khanh Doan,8,Ham Tran,Ham Tran,,
52790,The Basket,Peter Coyote|Karen Allen|Robert Burke|Amber Willenborg|Jack MacDonald,8,Rich Cowan,,,
100275,Eddie: The Sleepwalking Cannibal,Thure Lindhardt|Dylan Smith|Georgina Reilly|Alain Goulem|Stephen McHattie,18,Boris Rodriguez,Jonathan Rannells|Alex Epstein|Boris Rodriguez,Boris Rodriguez|Ronnie Fridthjof|Michael Dobbin,
295914,Queen of the Mountains,Elina Abai Kyzy|Aziz Muradillayev|Nasira Mambetov|Adilet Usubaliyev|Mirlan Abdulayev,5,Sadyk Sher-Niyaz,Sadyk Sher-Niyaz|Bakytbek Turdubaev,,
42033,Def-Con 4,Lenore Zann|Maury Chaykin|Kate Lynch|Kevin King|John Walsch,12,Paul Donovan|Digby Cook,Paul Donovan,Paul Donovan|Digby Cook|Maura O'Connell|B.A. Gillian,Christopher Young
19187,The Hebrew Hammer,Adam Goldberg|Judy Greer|Andy Dick|Mario Van Peebles,4,Jonathan Kesselman,Jonathan Kesselman,,
46415,Neal 'n' Nikki,Uday Chopra|Tanisha Mukherjee|Abhishek Bachchan|Richa Pallod|Gaurav Gera,15,Arjun Sablok,Anvita Dutt Guptan|Arjun Sablok,,
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Bryan Callen|Noureen DeWulf|Mircea Monroe|Stephen Kramer Glickman|Austin Michael Scott,10,Craig Moss,Brad Kaaya|Craig Moss,,
27588,Forget Me Not,Carly Schroeder|Cody Linley|Brie Gabrielle|Chloe Bridges|Micah Alberti,34,Tyler Oliver,Jamieson Stern|Tyler Oliver,,
223,Rebecca,Laurence Olivier|Joan Fontaine|George Sanders|Judith Anderson|Nigel Bruce,25,Alfred Hitchcock,Robert E. Sherwood|Joan Harrison,David O. Selznick,Franz Waxman
9725,Friday the 13th Part 2,Amy Steel|John Furey|Adrienne King|Kirsten Baker|Betsy Palmer,12,Steve Miner,Ron Kurz,,
28580,The Lost Weekend,Ray Milland|Jane Wyman|Phillip Terry|Howard Da Silva|Doris Dowling,59,Billy Wilder,Billy Wilder|Charles Brackett,Charles Brackett,Miklós Rózsa
23730,C.H.U.D.,John Heard|Daniel Stern|Christopher Curry|Kim Greist|Laure Mattos,18,Douglas Cheek,Shepard Abbott|Parnell Hall,Andrew Bonime,David A. Hughes
84197,Filly Brown,Resmine Atis|Baby Bash|David Bianchi|Jorge Diaz|Chingo Bling,12,Michael D. Olmos|Youssef Delara,,,
46256,The Lion of Judah,Georgina Cordova|Ernest Borgnine|Michael Madsen|Scott Eastwood,4,Deryck Broom,,,
19997,Niagara,Marilyn Monroe|Joseph Cotten|Jean Peters|Max Showalter|Denis O'Dea,27,Henry Hathaway,Charles Brackett|Walter Reisch|Richard L. Breen,Charles Brackett,Sol Kaplan
43266,How Green Was My Valley,Walter Pidgeon|Maureen O'Hara|Roddy McDowall|Donald Crisp|Anna Lee,20,John Ford,Philip Dunne,Darryl F. Zanuck,Alfred Newman
278316,Da Sweet Blood of Jesus,Felicia Pearson|Zaraah Abrahams|Elvis Nolasco|Steven Hauck|Stephen Tyrone Williams,9,Spike Lee,Spike Lee,Spike Lee,Bruce Hornsby
1412,"Sex, Lies, and Videotape",Andie MacDowell|Peter Gallagher|James Spader|Laura San Giacomo|Ron Vawter,9,Steven Soderbergh,Steven Soderbergh,Nick Wechsler,Cliff Martinez
176,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,17,James Wan,James Wan|Leigh Whannell|Leigh Whannell,Mark Burg|Gregg Hoffman|Oren Koules,Charlie Clouser
39939,Super Troopers,Jay Chandrasekhar|Steve Lemme|Kevin Heffernan|Paul Soter|Geoffrey Arend,16,Jay Chandrasekhar,Jay Chandrasekhar|Steve Lemme|Kevin Heffernan|Erik Stolhanske|Paul Soter,,
357834,The Algerian,Ben Youcef|Candice Coke|Harry Lennix|Tara Holt|Josh Pence,6,Giovanni Zelko,Giovanni Zelko,,
215924,The Amazing Catfish,Lisa Owen|Ximena Ayala|Sonia Franco|Wendy Guillén|Andrea Baeza,15,Claudia Sainte-Luce,Claudia Sainte-Luce,,
480,Monsoon Wedding,Naseeruddin Shah|Lillete Dubey|Vijay Raaz|Tillotama Shome|Vasundhara Das,14,Mira Nair,Sabrina Dhawan,Caroline Baron|Mira Nair|Robyn Aronstam,Mychael Danna
14295,You Can Count on Me,Laura Linney|Mark Ruffalo|Matthew Broderick|Jon Tenney|Rory Culkin,22,Kenneth Lonergan,Kenneth Lonergan,John Hart|Jeffrey Sharp|Barbara De Fina|Larry Meistrich,Lesley Barber
11219,The Trouble with Harry,Edmund Gwenn|John Forsythe|Shirley MacLaine|Mildred Natwick|Mildred Dunnock,14,Alfred Hitchcock,John Michael Hayes,Alfred Hitchcock,Bernard Herrmann
20770,But I'm a Cheerleader,Natasha Lyonne|Brandt Wille|Bud Cort|Michelle Williams|RuPaul,22,Jamie Babbit,,,
176124,Home Run,Scott Elrod|Dorian Brown|Charles Henry Wyson|James Devoti|Nicole Leigh,14,David Boyd,Eric Newman|Candace Lee|Brian Brightly,,
500,Reservoir Dogs,Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi,15,Quentin Tarantino,Quentin Tarantino,Lawrence Bender,
60400,The Blue Bird,Shirley Temple|Spring Byington|Nigel Bruce|Gale Sondergaard|Eddie Collins,58,Walter Lang,Walter Bullock,Darryl F. Zanuck,
429,"The Good, the Bad and the Ugly",Eli Wallach|Clint Eastwood|Lee Van Cleef|Aldo Giuffrè|Luigi Pistilli,40,Sergio Leone,Sergio Leone|Sergio Leone|Sergio Donati|Luciano Vincenzoni|Luciano Vincenzoni,Alberto Grimaldi,Ennio Morricone
310569,The Second Mother,Regina Casé|Michel Joelsas|Camila Márdila|Karine Teles|Lourenço Mutarelli,15,Anna Muylaert,Anna Muylaert,Caio Gullane|Fabiano Gullane|Anna Muylaert|Débora Ivanov,Vitor Araújo|Fabio Trummer
98369,Blue Like Jazz,Marshall Allman|Claire Holt|Tania Raymonde|Justin Welborn|Eric Lange,11,Steve Taylor,Steve Taylor|Donald Miller|Donald Miller|Ben Pearson,,
114065,Down & Out With The Dolls,,0,,,,
89750,"Pink Ribbons, Inc.",Samantha King|Barbara Brenner|Barbara Ehrenreich|Nancy Brinker|Susan Love,5,Léa Pool,,,
49951,Certifiably Jonathan,Jonathan Winters|Robin Williams|Sarah Silverman|Patricia Arquette,4,James David Pasternak,,,
86331,Desire,Déborah Révy|Hélène Zimmer|Gowan Didi|Johnny Amaro|Johan Libéreau,15,Laurent Bouhnik,Laurent Bouhnik,Ludi Boeken|Pascal Judelewicz|Chica Benadava,
355629,The Blade of Don Juan,Juan Carlos Montoya|Rodrigo Viaggio|Irma Maury|Antonio Arrué|Viviana Andrade,9,Tom Sanchez,,Julie Sifuentes Etheridge|Benjamin Wilkins|Tom Sanchez,
16433,Grand Theft Parsons,Johnny Knoxville|Christina Applegate|Gabriel Macht|Marley Shelton|Robert Forster,6,David Caffrey,,,
15544,Extreme Movie,Patrick J. Adams|Ryan Pinkston|Denise Boutte|Michael Cera|Frankie Muniz,11,Adam Jay Epstein|Andrew Jacobson,Will Forte|Akiva Schaffer|Andy Samberg|Jorma Taccone|Adam Jay Epstein,Warren Zide|Richard Suckle|Laura Lichstein,
43884,The Charge of the Light Brigade,Errol Flynn|Olivia de Havilland|Patric Knowles|Henry Stephenson|Nigel Bruce,23,Michael Curtiz,Rowland Leigh|Michael Jacoby|Michael Jacoby,,Max Steiner
107315,Below Zero,Edward Furlong|Michael Berryman|Kristin Booth|Michael Eisner|Dee Hanna,5,Justin Thomas Ostensen,Signe Olynyk,,
137955,Crowsnest,,0,,,,
